claim_id,organization,claimed_reduction_tco2e,historical_avg_emissions_tco2e,current_emissions_tco2e,historical_avg_energy_mwh,current_energy_mwh,actual_reduction_tco2e,expected_reduction_tco2e,reduction_gap_tco2e,reduction_gap_ratio,energy_change_pct,emissions_change_pct,anomaly_score,model_flag,credibility_score,risk_level,recommendation
C0001,AquaTextiles 907,2287.36,12456.54,10264.28,3562.28,3122.52,2192.26,2192.26,95.09999999999991,0.04337989105152674,-12.344902699297954,-17.599269137529422,0.029605397047772875,1,79.16,LOW,Approve claim
C0002,UrbanChem 736,560.49,5337.41,4754.3,7064.31,6680.84,583.1099999999997,583.1099999999997,-22.619999999999663,-0.03879199458285346,-5.428272541065122,-10.924961730328944,-0.05791190651222139,0,93.61,LOW,Approve claim
C0003,TerraSystems 579,921.45,6285.92,5351.78,6811.38,6018.97,934.1400000000003,934.1400000000003,-12.690000000000282,-0.013584687505529781,-11.633619029971367,-14.860831824957874,-0.06764476450079537,0,90.66,LOW,Approve claim
C0004,EcoAlloys 140,1233.46,11868.19,10633.25,2564.44,2474.7,1234.9400000000005,1234.9400000000005,-1.480000000000473,-0.0011984387895784682,-3.499399477663983,-10.40546199459181,-0.06109792522815505,0,95.41,LOW,Approve claim
C0005,SunCement 330,809.87,5905.39,5158.98,2668.72,2534.02,746.4100000000008,746.4100000000008,63.45999999999924,0.08502029704181198,-5.047363528190526,-12.639470041328446,-0.05142954652333087,0,92.8,LOW,Approve claim
C0006,AquaPower 447,2061.23,11172.8,9221.89,2225.42,2029.86,1950.9099999999999,1950.9099999999999,110.32000000000016,0.05654796989274349,-8.787554704825364,-17.461245165270903,-0.001054021929969673,0,84.59,LOW,Approve claim
C0007,EcoMetals 83,1700.24,9942.57,8233.27,4798.89,4325.68,1709.2999999999993,1709.2999999999993,-9.059999999999263,-0.005300415371613439,-9.860821979695132,-17.191732115821985,-0.03906635619303239,0,88.83,LOW,Approve claim
C0008,CedarFoods 952,589.54,10343.93,9797.68,4514.01,3931.01,546.25,546.25,43.289999999999964,0.07924942777254103,-12.915345776169005,-5.280874870065741,-0.04133002136353958,0,86.76,LOW,Approve claim
C0009,EcoPower 140,1522.29,10737.63,9262.37,2697.17,2525.23,1475.2599999999984,1475.2599999999984,47.030000000001564,0.03187912636967211,-6.374829911954076,-13.73915845361227,-0.06590518954786367,0,93.61,LOW,Approve claim
C0010,UrbanMaterials 937,442.11,5471.34,5034.03,7138.07,6891.88,437.3100000000004,437.3100000000004,4.7999999999996135,0.010976195351177456,-3.4489715002165835,-7.99274035099396,-0.05703131723567406,0,94.98,LOW,Approve claim
C0011,UrbanPower 371,1223.04,13991.52,12715.1,6545.38,5600.57,1276.42,1276.42,-53.38000000000011,-0.04182009053303772,-14.434761615913096,-9.122811530904233,-0.04634248116393003,0,86.2,LOW,Approve claim
C0012,HydroPower 904,935.1,15245.31,14394.04,3005.34,2758.27,851.2699999999986,851.2699999999986,83.8300000000014,0.09847639397785092,-8.221033224786208,-5.583815612435303,-0.02984171547423392,0,88.25,LOW,Approve claim
C0013,TerraCement 890,2085.78,13033.57,10868.07,6999.36,6353.58,2165.5,2165.5,-79.7199999999998,-0.03681366888163756,-9.226272114989614,-16.614787812041154,0.0021503653846295934,1,84.25,LOW,Approve claim
C0014,GreenMaterials 335,1376.88,8609.16,7342.9,2619.57,2458.48,1266.2600000000002,1266.2600000000002,110.61999999999989,0.08735962591619434,-6.149482546315056,-14.708287450261318,-0.03741221326434735,0,90.17,LOW,Approve claim
C0015,HydroLabs 241,402.84,5648.54,5253.56,6671.12,6327.48,394.97999999999956,394.97999999999956,7.8600000000004115,0.01989974170869583,-5.151159024998632,-6.992603397162338,-0.059492373689007005,0,94.09,LOW,Approve claim
C0016,UrbanSystems 45,1287.6,7861.82,6475.49,6375.73,5801.34,1386.33,1386.33,-98.73000000000002,-0.07121680979909777,-9.009007594579904,-17.633703135198502,-0.017209462267587516,0,86.26,LOW,Approve claim
C0017,BlueLabs 14,955.44,6909.94,5955.71,2825.02,2698.97,954.2299999999996,954.2299999999996,1.2100000000004911,0.0012680381026926983,-4.461915312294463,-13.809526564078766,-0.06616008073723578,0,95.31,LOW,Approve claim
C0018,AquaAlloys 765,868.53,6557.35,5619.63,6522.68,5748.59,937.7200000000003,937.7200000000003,-69.19000000000028,-0.0737853516254478,-11.867667889292797,-14.300288986511278,-0.055157046837946366,0,88.67,LOW,Approve claim
C0019,SunChem 124,1393.76,15145.24,13795.44,4286.68,3906.75,1349.7999999999993,1349.7999999999993,43.96000000000072,0.03256778779629053,-8.8630361937763,-8.912371147046038,-0.06543385479214248,0,91.96,LOW,Approve claim
